nu,unc,A,S,"E""",g',"g""",J',"J""",Grve',v1',v2',v3',Ka',Kc',"Grve""","v1""","v2""","v3""","Ka""","Kc"""
8210.550666,5.9e-05,0.036229,3.1584230198241755e-25,744.162658,45,51,7,8, B1,0,3,1,1,7, B2,0,0,0,1,8
8210.673783,0.000455,4.5863e-07,8.640788675548004e-29,275.497057,9,9,4,4, A1,0,5,0,4,0, A2,0,0,0,1,3
8211.480833,0.000238,6.2122e-05,1.1684144760733587e-27,542.90578,13,13,6,6, A1,0,5,0,4,2, A2,0,0,0,1,5
8211.830082,9.1e-05,0.091925,1.4343548378891536e-29,1677.061219,9,15,1,2, B1,0,4,1,1,1, B2,0,1,0,1,2
8212.011403,9e-05,2.6172e-06,7.262612425622811e-29,503.968096,13,11,6,5, A1,1,3,0,0,6, A2,0,0,0,3,3
8212.162048,7.3e-05,0.0087803,9.25273206048888e-28,1045.058261,11,13,5,6, A2,1,3,0,5,1, A1,0,0,0,6,0
8212.175779,0.000121,0.0088309,2.7918200268258707e-27,1045.057796,33,39,5,6, B2,1,3,0,5,0, B1,0,0,0,6,1
8213.449773,0.000133,0.051524,1.5664037322557278e-29,1695.067603,21,23,10,11, A1,0,3,1,3,8, A2,0,0,0,3,9
8214.377187,9.1e-05,2.0846e-07,4.938634722742201e-29,382.516901,33,27,5,4, B1,1,3,0,0,5, B2,0,0,0,3,2
8215.02606,0.000237,0.17441,1.6262996294827007e-29,1618.556845,3,9,0,1, B2,0,4,1,0,0, B1,0,1,0,0,1
8215.132963,0.000122,0.040825,4.850832035009874e-30,1899.007489,63,69,10,11, B2,0,3,1,4,6, B1,0,0,0,4,7
8216.212039,4.7e-05,0.00033249,1.2354052584657456e-28,1059.835298,45,45,7,7, B1,0,3,1,3,5, B2,0,0,0,5,2
8216.726698,6.2e-05,0.037188,1.6854685880284677e-27,1282.918767,51,57,8,9, B1,0,3,1,3,5, B2,0,0,0,3,6
8216.757124,7.8e-05,0.042073,1.123692290696614e-26,982.911525,15,17,7,8, A2,0,3,1,2,5, A1,0,0,0,2,6
8216.896692,5.1e-05,1.6463e-07,1.8151569669346458e-30,744.162658,57,51,9,8, B1,1,0,1,7,3, B2,0,0,0,1,8
8217.004225,0.001001,2.8498e-05,2.8604107592218624e-30,1114.531282,21,21,10,10, A2,0,5,0,3,7, A1,0,0,0,0,10
8217.558918,0.000196,0.010115,6.226104123074728e-30,1590.690531,15,17,7,8, A1,1,3,0,6,2, A2,0,0,0,7,1
8217.560743,0.000196,0.010111,1.8671009664252792e-29,1590.690038,45,51,7,8, B1,1,3,0,6,1, B2,0,0,0,7,2
8217.878405,0.000106,0.0093739,1.2495294932517512e-23,79.496382,9,15,1,2, B1,1,3,0,0,1, B2,0,0,0,1,2
8217.985762,5.1e-05,0.015807,2.216366656744204e-30,1772.413219,21,21,3,3, B1,0,4,1,1,3, B2,0,1,0,1,2
8218.305417,8.5e-05,0.0024427,7.132916921920511e-25,206.30143,7,7,3,3, A2,1,3,0,1,3, A1,0,0,0,2,2
8219.167886,9.3e-05,0.0041407,7.785142797112517e-25,275.497057,9,9,4,4, A1,1,3,0,0,4, A2,0,0,0,1,3
8219.297605,0.000155,0.0012448,1.2665304140519235e-28,1201.921026,51,57,8,9, B2,0,5,0,5,4, B1,0,0,0,2,7
8219.392133,8.7e-05,0.040413,4.616156900505964e-27,1080.385289,17,19,8,9, A2,0,3,1,2,7, A1,0,0,0,2,8
8219.647517,6.6e-05,0.00015966,1.0167157500701564e-26,383.842522,9,9,4,4, A1,0,3,1,1,4, A2,0,0,0,3,1
8219.830449,4.5e-05,0.0002048,4.974506567121082e-27,610.341138,33,33,5,5, B2,0,3,1,2,4, B1,0,0,0,4,1
8219.911312,4.9e-05,0.00019106,1.133529266921483e-28,888.632617,13,13,6,6, A1,0,3,1,3,4, A2,0,0,0,5,1
8220.334626,0.000187,9.8661e-05,1.2790053274383387e-27,704.214032,45,45,7,7, B1,0,5,0,4,3, B2,0,0,0,1,6
8220.806259,7.2e-05,0.003933,6.426414621702085e-25,399.457514,27,33,4,5, B1,1,3,0,2,3, B2,0,0,0,1,4
8220.965746,0.000205,0.011946,1.632396495822211e-30,1664.964579,7,5,3,2, A2,1,4,0,1,3, A1,0,1,0,0,2
8221.106821,5.8e-05,0.0021582,5.176233045027904e-27,885.600147,51,51,8,8, B2,0,3,1,0,8, B1,0,0,0,2,7
8221.334576,7.1e-05,0.0053944,3.2007576465144034e-26,782.409821,45,45,7,7, B2,1,3,0,1,6, B1,0,0,0,2,5
8221.976869,5e-05,7.376e-05,4.8015559503304775e-28,742.076208,33,33,5,5, B1,0,3,1,3,3, B2,0,0,0,5,0
8222.008138,4.9e-05,0.0030867,6.019729117285805e-26,648.978663,39,39,6,6, B1,1,3,0,2,5, B2,0,0,0,3,4
8222.039996,6e-05,0.037347,2.7061941589802307e-26,882.890327,15,17,7,8, A1,0,3,1,1,6, A2,0,0,0,1,7
8222.196283,0.000239,4.0999e-05,1.1153617459722485e-29,1114.549359,57,63,9,10, B1,0,5,0,4,5, B2,0,0,0,1,10
8223.623898,7.4e-05,1.0988e-05,7.384891577010373e-29,782.409821,51,45,8,7, B2,1,3,0,1,8, B1,0,0,0,2,5
8224.307606,0.000463,4.9762e-05,3.868647200775863e-27,383.842522,11,9,5,4, A1,0,5,0,4,2, A2,0,0,0,3,1
8224.326049,6.1e-05,0.0022766,1.8685561629617165e-27,882.890327,17,17,8,8, A1,0,3,1,1,8, A2,0,0,0,1,7
8225.024531,6.6e-05,7.5532e-05,1.6378076291335404e-28,742.072987,11,11,5,5, A1,0,3,1,3,2, A2,0,0,0,5,1
8225.479722,0.00111,0.00036658,1.5271390869752402e-30,1411.64175,17,17,8,8, A2,0,3,1,4,5, A1,0,0,0,6,2
8225.631118,8e-05,0.073468,1.6191957596334794e-30,1813.787601,5,7,2,3, A2,0,4,1,2,1, A1,0,1,0,2,2
8225.692591,0.000328,0.0036066,1.103121006830927e-30,1813.222656,69,69,11,11, B1,1,3,0,2,9, B2,0,0,0,3,8
8225.732575,0.000142,5.1957e-05,1.227519354617887e-26,382.516901,33,27,5,4, B1,0,5,0,4,1, B2,0,0,0,3,2
8226.237572,6.2e-05,0.00011937,1.2536270395413949e-29,1045.058261,11,13,5,6, A2,2,1,0,3,3, A1,0,0,0,6,0
8226.474959,5.6e-05,9.0524e-05,2.0300083593471683e-27,488.134172,9,9,4,4, A2,0,3,1,2,3, A1,0,0,0,4,0
8227.192942,5.1e-05,0.00019071,1.4817075133034988e-29,1216.194305,45,45,7,7, B2,0,3,1,4,4, B1,0,0,0,6,1
8227.2951,5.7e-05,0.0073947,9.249367098970329e-24,136.761674,15,21,2,3, B2,1,3,0,1,2, B1,0,0,0,0,3
8227.311318,9.3e-05,2.1115e-06,2.0213161710319814e-29,610.114408,13,11,6,5, A2,1,3,0,1,5, A1,0,0,0,4,2
8227.811877,0.00022,0.0028227,7.992352220073134e-30,1581.335664,63,63,10,10, B2,1,3,0,3,8, B1,0,0,0,4,7
8228.28224,5.3e-05,0.00020497,3.6419854067889247e-28,888.598561,39,39,6,6, B1,0,3,1,3,3, B2,0,0,0,5,2
8228.567386,6.3e-05,7.2277e-05,8.965571480863833e-30,1045.058261,13,13,6,6, A2,0,3,1,4,3, A1,0,0,0,6,0
8228.707437,0.000561,0.0077203,1.0379328608805099e-30,1821.596591,33,27,5,4, B1,1,4,0,0,5, B2,0,1,0,1,4
8228.972691,7.1e-05,0.0001957,5.0662985108696974e-30,1216.189681,15,15,7,7, A2,0,3,1,4,3, A1,0,0,0,6,2
8229.089291,4.3e-05,7.2398e-05,2.693845050106692e-29,1045.057796,39,39,6,6, B2,0,3,1,4,2, B1,0,0,0,6,1
8229.15513,5.7e-05,0.0021404,2.7262218663579163e-24,134.901644,15,15,2,2, B2,1,3,0,1,2, B1,0,0,0,2,1
8230.020888,6.4e-05,7.8743e-05,2.4786146182344133e-29,1045.057796,33,39,5,6, B2,2,1,0,3,2, B1,0,0,0,6,1
8230.073618,5.5e-05,0.00036352,4.539484979122839e-30,1411.611293,51,51,8,8, B2,0,3,1,4,4, B1,0,0,0,6,3
8230.251465,5.2e-05,0.038905,3.84585823586038e-28,1446.127886,57,63,9,10, B1,0,3,1,3,7, B2,0,0,0,3,8
8230.800478,0.000363,0.012597,1.6549076083307415e-29,1538.148739,19,21,9,10, A1,1,3,0,4,6, A2,0,0,0,3,7
8230.999523,4.7e-05,0.03532,1.286404850417271e-24,586.243531,39,45,6,7, B2,0,3,1,0,6, B1,0,0,0,0,7
8231.111937,6.9e-05,0.0029012,6.780551677259895e-26,503.968096,11,11,5,5, A1,1,3,0,2,4, A2,0,0,0,3,3
8231.491163,6e-05,0.0016715,9.833273213054496e-25,212.156362,15,21,2,3, B2,0,3,1,0,2, B1,0,0,0,2,1
8231.661756,5.7e-05,0.014533,7.454639114178564e-26,782.409821,39,45,6,7, B2,0,3,1,2,4, B1,0,0,0,2,5
8233.184388,5.5e-05,0.035454,4.291882918126932e-25,586.479185,13,15,6,7, A1,0,3,1,1,6, A2,0,0,0,1,7
8233.437252,0.00013,0.0012452,3.185588364067455e-30,1581.335664,57,63,9,10, B2,2,1,0,1,8, B1,0,0,0,4,7
8233.455055,0.00027,0.010878,2.9286320765262735e-30,1731.896456,27,21,4,3, B2,1,4,0,1,4, B1,0,1,0,0,3
8234.228039,0.000121,6.9422e-07,1.2288743354518345e-30,742.072987,9,11,4,5, A1,2,1,0,0,4, A2,0,0,0,5,1
8234.432665,5e-05,2.1576e-05,3.239061257591913e-29,888.598561,33,39,5,6, B1,1,1,1,1,5, B2,0,0,0,5,2
8234.46874,5e-05,0.035965,4.026862693425454e-25,704.214032,39,45,6,7, B1,0,3,1,1,5, B2,0,0,0,1,6
8234.559358,0.001,0.0061993,8.993285689152225e-30,1538.148739,21,21,10,10, A1,1,3,0,2,8, A2,0,0,0,3,7
8234.652231,9.3e-05,0.0062061,6.381773282217748e-26,602.773495,13,13,6,6, A2,1,3,0,1,5, A1,0,0,0,2,4
8234.706189,0.000106,0.00039561,4.887005660112357e-29,1059.646575,15,15,7,7, A1,0,3,1,3,4, A2,0,0,0,5,3
8235.949058,0.00031,1.9725e-05,1.6143948802363942e-29,882.890327,17,17,8,8, A1,0,5,0,4,4, A2,0,0,0,1,7
8236.061349,8.2e-05,0.030496,2.2266470706104603e-30,1693.649942,5,5,2,2, A1,0,4,1,1,2, A2,0,1,0,1,1
8236.236801,6.9e-05,0.0053854,6.5276857006016385e-24,173.365812,21,21,3,3, B1,1,3,0,0,3, B2,0,0,0,1,2
8236.838574,0.000309,0.016824,3.7872060453513966e-24,37.137121,1,3,0,1, A1,1,3,0,0,0, A2,0,0,0,1,1
8237.68935,5.5e-05,0.00018601,7.356966076400804e-26,285.418579,21,21,3,3, B1,0,3,1,1,3, B2,0,0,0,3,0
8237.746872,7.2e-05,0.0024827,4.785095795193596e-25,382.516901,27,27,4,4, B1,1,3,0,2,3, B2,0,0,0,3,2
8237.993692,4e-05,0.038402,8.093492825574839e-26,885.600147,45,51,7,8, B2,0,3,1,2,6, B1,0,0,0,2,7
8238.659176,5.7e-05,0.026514,1.3577148295428703e-25,782.409821,39,45,6,7, B2,1,3,0,3,4, B1,0,0,0,2,5
8239.708326,0.000231,0.0030473,2.8672285600484727e-29,1340.884504,19,19,9,9, A2,1,3,0,3,7, A1,0,0,0,4,6
8240.364357,4.2e-05,0.00012067,8.092902027630642e-27,488.107694,27,27,4,4, B2,0,3,1,2,2, B1,0,0,0,4,1
8240.429523,7.8e-05,0.00041812,2.508923680179934e-29,1131.775436,15,17,7,8, A2,1,1,1,0,7, A1,0,0,0,4,4
8241.812235,0.000154,0.0036075,1.1929295530059153e-30,1695.067603,23,23,11,11, A1,0,3,1,1,10, A2,0,0,0,3,9
8242.048122,4.9e-05,0.00099541,1.7272689565571088e-29,1255.911452,15,17,7,8, A1,1,1,1,1,6, A2,0,0,0,5,3
8242.101792,5.8e-05,0.0016891,2.2289275650757913e-25,285.219348,7,7,3,3, A1,1,3,0,2,2, A2,0,0,0,3,1
8242.869212,0.000714,0.0003205,8.505817039967786e-29,982.911525,15,17,7,8, A2,0,5,0,5,3, A1,0,0,0,2,6
8243.595578,6.7e-05,0.0066229,8.219832622851516e-25,446.510665,33,33,5,5, B2,1,3,0,1,4, B1,0,0,0,2,3
8243.816195,7.3e-05,0.0021763,8.860130741336301e-27,709.608185,15,15,7,7, A2,0,3,1,0,7, A1,0,0,0,2,6
8243.844012,0.000394,0.0096388,3.616679071456854e-29,1394.814025,13,15,6,7, A1,1,3,0,6,0, A2,0,0,0,7,1
8243.845258,0.000394,0.0096391,1.0850365887439157e-28,1394.814078,39,45,6,7, B1,1,3,0,6,1, B2,0,0,0,7,0
8244.195219,0.000106,0.037125,5.030568370057692e-27,1050.157545,15,17,7,8, A1,0,3,1,3,4, A2,0,0,0,3,5
8244.478949,6.2e-05,0.00068973,4.0972487776629496e-29,1255.166516,51,51,8,8, B1,0,3,1,3,5, B2,0,0,0,5,4
8245.05508,0.000184,0.0068546,3.4483806397134474e-28,1282.918767,57,57,9,9, B1,1,3,0,2,7, B2,0,0,0,3,6
8245.363932,0.000242,3.176e-05,2.4987222405308187e-27,508.812049,39,33,6,5, B1,0,5,0,4,3, B2,0,0,0,3,2
8246.003499,0.000184,0.019296,2.6872197616636368e-30,1772.413219,21,21,3,3, B1,1,4,0,2,1, B2,0,1,0,1,2
8246.077867,9.9e-05,0.0034238,1.429524654470016e-24,136.163928,5,5,2,2, A2,1,3,0,1,1, A1,0,0,0,2,0
8246.476021,7.7e-05,0.013403,1.319712340939517e-28,1446.127886,57,63,9,10, B1,1,1,1,1,9, B2,0,0,0,3,8
8246.704467,5.4e-05,0.0016824,6.639596365969387e-25,285.418579,21,21,3,3, B1,1,3,0,2,1, B2,0,0,0,3,0
8247.019695,7.1e-05,6.4771e-06,4.9366817963821937e-29,756.724702,45,39,7,6, B2,1,3,0,1,6, B1,0,0,0,4,3
8247.952688,0.000123,0.042015,2.5137579323043847e-29,1616.452339,19,21,9,10, A2,0,3,1,4,5, A1,0,0,0,4,6
8248.006879,0.000102,0.0066037,4.1507332154541866e-24,95.175936,5,5,2,2, A1,1,3,0,0,2, A2,0,0,0,1,1
8248.101895,5.5e-05,0.035613,5.617516081580737e-25,542.90578,11,13,5,6, A1,0,3,1,1,4, A2,0,0,0,1,5
8248.117273,0.0001,0.006364,7.944617976330209e-25,315.779543,9,9,4,4, A2,1,3,0,1,3, A1,0,0,0,2,2
8248.198586,0.000136,0.0039084,4.0454447267289575e-30,1690.663544,69,69,11,11, B2,0,3,1,2,10, B1,0,0,0,2,9
8248.385723,9.1e-05,0.093802,2.0902649132076377e-29,1640.505578,9,9,1,1, B1,0,4,1,1,1, B2,0,1,0,1,0
8248.486002,6.6e-05,0.00042596,3.4326434446550935e-27,610.114408,11,11,5,5, A2,0,3,1,2,3, A1,0,0,0,4,2
8248.611029,6.2e-05,0.0052736,4.32536070006335e-24,212.156362,21,21,3,3, B2,1,3,0,1,2, B1,0,0,0,2,1
8248.968576,0.000138,0.0030416,6.779732224175425e-28,1122.708302,51,51,8,8, B2,1,3,0,3,6, B1,0,0,0,4,5
8249.253036,6.5e-05,0.0029871,1.8885579946868088e-25,383.842522,9,9,4,4, A1,1,3,0,2,2, A2,0,0,0,3,1
8249.420212,7.2e-05,0.040457,1.1806356138829122e-27,1216.231116,17,19,8,9, A1,0,3,1,3,6, A2,0,0,0,3,7
8250.418517,0.000238,3.6231e-05,9.9605519824415e-28,503.968096,13,11,6,5, A1,0,5,0,4,2, A2,0,0,0,3,3
8250.499292,5.9e-05,0.0022589,2.906982227683686e-26,704.214032,45,45,7,7, B1,0,3,1,1,7, B2,0,0,0,1,6
8250.526406,4e-05,2.1819e-07,2.386120584888908e-30,744.162658,57,51,9,8, B1,0,0,2,6,3, B2,0,0,0,1,8
8251.108839,8.7e-05,4.7434e-06,5.605652240106337e-29,602.773495,15,13,7,6, A2,1,3,0,1,7, A1,0,0,0,2,4
8251.29862,6.3e-05,0.034603,1.4262287959013302e-24,446.6966,11,13,5,6, A2,0,3,1,0,5, A1,0,0,0,0,6
8251.544616,0.000599,0.015149,1.1019480322556638e-30,1693.649942,5,5,2,2, A1,1,4,0,2,0, A2,0,1,0,1,1
8251.824083,5.8e-05,0.0022342,3.241351846062066e-25,275.497057,7,9,3,4, A1,1,3,0,2,2, A2,0,0,0,1,3
8252.12568,0.000165,0.0070285,1.0772977975091941e-27,1050.157545,17,17,8,8, A1,1,3,0,2,6, A2,0,0,0,3,5
8252.290921,0.000124,0.065848,4.521656906533361e-30,1843.028746,21,23,10,11, A2,0,3,1,4,7, A1,0,0,0,4,8
8252.847158,5.3e-05,0.0043017,2.858505256333438e-25,508.812049,33,33,5,5, B1,1,3,0,2,3, B2,0,0,0,3,2
8253.202299,0.000104,0.0049474,2.3942505451749267e-24,70.090809,3,5,1,2, A2,1,3,0,1,1, A1,0,0,0,0,2
8253.294952,5.7e-05,0.013486,1.0364602059816441e-30,1810.582975,17,19,8,9, A1,1,1,1,5,4, A2,0,0,0,7,3
8253.653581,5.4e-05,0.013314,3.0693142237535297e-30,1810.587628,51,57,8,9, B1,1,1,1,5,3, B2,0,0,0,7,2
8254.245058,9.4e-05,0.0081034,2.880146281824422e-29,1437.96769,19,21,9,10, A2,1,1,1,0,9, A1,0,0,0,2,8
8255.00305,0.000106,0.0075137,1.4383293057686307e-23,42.371737,9,9,1,1, B1,1,3,0,0,1, B2,0,0,0,1,0
8255.229478,4.7e-05,0.034784,4.273178215752882e-24,447.252347,33,39,5,6, B1,0,3,1,1,5, B2,0,0,0,1,6
8255.541982,8.3e-05,0.0056237,3.198177991810488e-26,661.548885,13,13,6,6, A1,1,3,0,2,4, A2,0,0,0,3,3
8255.573882,6.1e-05,0.0066152,2.1385463414351688e-26,842.356519,45,45,7,7, B1,1,3,0,2,5, B2,0,0,0,3,4
8255.65564,7.6e-05,0.021384,5.9285350605944606e-30,1813.222656,63,69,10,11, B1,1,1,1,1,9, B2,0,0,0,3,8
8255.826915,6.6e-05,0.031904,2.7617631995841973e-25,602.773495,11,13,5,6, A2,0,3,1,2,3, A1,0,0,0,2,4
8255.855726,0.000113,0.0029916,1.373443316565733e-27,927.743868,15,15,7,7, A2,1,3,0,3,5, A1,0,0,0,4,4
8256.702305,0.000129,0.0012129,2.9765075117252963e-30,1474.980198,19,19,9,9, A1,0,3,1,3,6, A2,0,0,0,5,5
8257.181572,5e-05,0.036719,1.2913894608915826e-25,709.608185,13,15,6,7, A2,0,3,1,2,5, A1,0,0,0,2,6
8257.346875,5.7e-05,0.0018779,1.2373486635319498e-26,756.724702,39,39,6,6, B2,0,3,1,2,4, B1,0,0,0,4,3
8257.666388,0.00023,8.4212e-05,3.237362571996983e-29,1079.079254,57,57,9,9, B1,0,5,0,4,5, B2,0,0,0,1,8
8257.841354,0.000106,0.0034103,3.7011720153740884e-29,1446.127886,63,63,10,10, B1,0,3,1,1,9, B2,0,0,0,3,8
8259.313932,0.000212,4.8453e-06,2.2919250986023033e-28,586.243531,51,45,8,7, B2,0,5,0,3,6, B1,0,0,0,0,7
8259.628176,0.000235,1.4583e-05,7.580798436789003e-30,927.743868,17,15,8,7, A2,1,3,0,1,7, A1,0,0,0,4,4
8260.133241,0.000145,0.0022424,6.526916189582382e-29,1216.231116,17,19,8,9, A1,2,1,0,0,8, A2,0,0,0,3,7
8260.361749,9.9e-05,0.091831,7.188362895453239e-30,1634.967091,3,3,1,1, A1,0,4,1,1,0, A2,0,1,0,1,1
8261.320031,9.4e-05,0.00086019,2.1469645436158864e-25,136.163928,3,5,1,2, A2,0,3,1,0,1, A1,0,0,0,2,0
8261.339631,0.000185,1.7452e-06,1.6163484346813516e-27,224.838381,27,27,4,4, B1,0,5,0,4,1, B2,0,0,0,1,4
8261.403521,6.6e-05,2.9456e-06,3.390888314472197e-30,931.236948,39,45,6,7, B2,2,1,0,1,6, B1,0,0,0,4,3
8261.865428,4.3e-05,0.023496,3.175298750457574e-30,1874.972643,57,63,9,10, B2,1,1,1,4,6, B1,0,0,0,6,5
8262.450596,8.6e-05,0.057926,6.773652046015806e-30,1594.746306,3,1,1,0, A2,0,4,1,0,1, A1,0,1,0,0,0
8262.469562,0.000439,1.7773e-05,1.164288394333608e-28,661.548885,15,13,7,6, A1,0,5,0,4,4, A2,0,0,0,3,3
8264.331668,4.7e-05,0.0021567,1.087109016951856e-25,552.911386,39,39,6,6, B2,0,3,1,0,6, B1,0,0,0,2,5
8264.344295,5.7e-05,0.00071048,4.673430009005885e-27,756.724702,39,39,6,6, B2,1,3,0,3,4, B1,0,0,0,4,3
8264.533659,0.000291,0.0026049,6.023925893448009e-29,1360.235002,57,57,9,9, B2,1,3,0,3,6, B1,0,0,0,4,5
8264.646271,4.6e-05,0.035916,5.806481467833923e-24,399.457514,27,33,4,5, B1,0,3,1,1,3, B2,0,0,0,1,4
8264.751222,0.000129,2.6199e-05,6.501889189945713e-30,1122.708302,57,51,9,8, B2,1,3,0,1,8, B1,0,0,0,4,5
8265.187052,0.00139,0.00027601,1.772871820440496e-30,1477.297167,51,57,8,9, B1,0,5,0,6,3, B2,0,0,0,5,4
8266.232588,7.9e-05,0.001519,1.2188517686895984e-26,610.114408,11,11,5,5, A2,1,3,0,3,3, A1,0,0,0,4,2
8267.299308,0.000321,0.0070017,1.796502389352627e-30,1677.061219,15,15,2,2, B1,1,4,0,2,1, B2,0,1,0,1,2
8268.156883,9.6e-05,0.0023774,5.1532880302357764e-27,757.78015,13,13,6,6, A2,1,3,0,3,3, A1,0,0,0,4,2
8268.244976,6.4e-05,0.0017755,4.262258449491177e-26,610.341138,33,33,5,5, B2,1,3,0,3,2, B1,0,0,0,4,1
8268.422724,4.4e-05,0.0010542,7.022236763392002e-26,488.107694,27,27,4,4, B2,1,3,0,3,2, B1,0,0,0,4,1
8268.579015,0.000185,0.0033198,2.242301609955417e-28,1131.775436,17,17,8,8, A2,1,3,0,3,5, A1,0,0,0,4,4
8268.700888,0.000101,0.0029836,3.9560459421678724e-27,931.236948,45,45,7,7, B2,1,3,0,3,4, B1,0,0,0,4,3
8269.00242,0.000154,0.0024339,1.7291639197350418e-30,1718.718416,63,63,10,10, B1,0,3,1,3,7, B2,0,0,0,5,6
8269.006232,6e-05,0.0010919,2.4234712835166254e-26,488.134172,9,9,4,4, A2,1,3,0,3,1, A1,0,0,0,4,0
8269.851572,0.00013,0.0037942,1.4848838010242962e-29,1437.96769,21,21,10,10, A2,0,3,1,2,9, A1,0,0,0,2,8
8269.931616,4.7e-05,0.040408,2.5347821994110235e-26,1006.115721,45,51,7,8, B1,0,3,1,3,5, B2,0,0,0,3,6
8270.238347,5.8e-05,0.034179,1.1571175731190721e-23,325.347904,27,33,4,5, B2,0,3,1,0,4, B1,0,0,0,0,5
8271.096319,0.000107,0.0077361,3.4602815949853697e-28,1282.918767,51,57,8,9, B1,1,3,0,4,5, B2,0,0,0,3,6
8271.361367,8.7e-05,3.5081e-06,2.7864897266098095e-30,1006.115721,57,51,9,8, B1,0,3,1,1,9, B2,0,0,0,3,6
8271.411696,9.5e-05,0.02585,6.552607831182249e-29,1581.335664,57,63,9,10, B2,0,3,1,4,6, B1,0,0,0,4,7
8271.614065,0.000102,0.0030989,1.0053117821765602e-28,1216.231116,19,19,9,9, A1,0,3,1,1,8, A2,0,0,0,3,7
8271.87316,0.000264,8.4365e-05,4.285494693210675e-28,782.409821,39,45,6,7, B2,0,5,0,5,2, B1,0,0,0,2,5
8271.924781,7.8e-05,0.00025072,1.1465875757337916e-28,927.743868,15,15,7,7, A2,0,3,1,2,5, A1,0,0,0,4,4
8272.013976,5.3e-05,0.03439,8.813761194804882e-30,1677.061219,15,15,2,2, B1,0,4,1,1,1, B2,0,1,0,1,2
8272.893137,0.000101,9.0299e-08,1.315124628329172e-29,446.510665,39,33,6,5, B2,1,3,0,1,6, B1,0,0,0,2,3
8273.573501,7.9e-05,0.0068374,5.893417238330176e-26,602.773495,11,13,5,6, A2,1,3,0,3,3, A1,0,0,0,2,4
8274.524282,4.9e-05,0.036128,1.0075814597457875e-25,842.356519,39,45,6,7, B1,0,3,1,3,3, B2,0,0,0,3,4
8274.583857,0.000108,0.00099713,1.0010249787465323e-28,1201.921026,51,57,8,9, B2,2,1,0,1,8, B1,0,0,0,2,7
8274.922968,5.4e-05,0.00010219,1.3378179568106885e-26,285.219348,7,7,3,3, A1,0,3,1,1,2, A2,0,0,0,3,1
8274.9286,0.000236,7.4563e-06,2.719084779522205e-29,842.356519,51,45,8,7, B1,0,5,0,4,5, B2,0,0,0,3,4
8275.569995,0.000187,2.4724e-05,5.491729537981358e-28,648.978663,45,39,7,6, B1,0,5,0,4,3, B2,0,0,0,3,4
8276.251067,9e-05,5.5189e-07,1.4597302432302418e-30,885.600147,57,51,9,8, B2,1,0,1,8,2, B1,0,0,0,2,7
8276.757793,5.5e-05,0.0024225,4.4847450550588093e-26,542.90578,13,13,6,6, A1,0,3,1,1,6, A2,0,0,0,1,5
8276.864563,6.6e-05,0.034108,3.794143734784129e-24,326.625476,9,11,4,5, A1,0,3,1,1,4, A2,0,0,0,1,5
8277.260201,4.5e-05,0.035307,1.5011903739455536e-24,552.911386,33,39,5,6, B2,0,3,1,2,4, B1,0,0,0,2,5
8278.037557,0.000131,2.0486e-05,1.065085239972873e-30,1255.166516,45,51,7,8, B1,2,1,0,2,5, B2,0,0,0,5,4
8278.884839,0.000161,0.0032294,4.193425477192486e-30,1538.148739,19,21,9,10, A1,2,1,0,2,8, A2,0,0,0,3,7
8279.748353,0.000272,0.010441,2.6173698816703337e-30,1789.042536,45,51,7,8, B2,1,3,0,7,0, B1,0,0,0,8,1
8280.033609,0.000429,3.7489e-05,1.4557229389189301e-30,1327.109608,69,69,11,11, B2,0,5,0,3,8, B1,0,0,0,0,11
8280.215353,9.8e-05,0.024523,1.0944494055577992e-30,1875.461271,19,21,9,10, A2,1,1,1,4,5, A1,0,0,0,6,4
8281.135773,4.7e-05,0.00054943,1.7416415904884216e-28,1059.835298,39,45,6,7, B1,1,1,1,1,5, B2,0,0,0,5,2
8281.449909,5.5e-05,0.043044,8.869935357209012e-28,1360.235002,51,57,8,9, B2,0,3,1,4,4, B1,0,0,0,4,5
8281.524652,0.000463,6.2374e-06,8.470760373001594e-28,326.625476,11,11,5,5, A1,0,5,0,4,2, A2,0,0,0,1,5
8281.586884,4.6e-05,0.0003441,6.562069499729326e-26,382.516901,27,27,4,4, B1,0,3,1,1,3, B2,0,0,0,3,2
8281.786476,6.3e-05,0.0020328,1.1278757578649862e-25,416.208744,11,11,5,5, A2,0,3,1,0,5, A1,0,0,0,2,4
8281.955319,4.5e-05,0.001005,2.2223376059335892e-28,1122.708302,51,51,8,8, B2,0,3,1,2,6, B1,0,0,0,4,5
8281.961386,4.2e-05,0.032784,3.2983253646150273e-24,446.510665,27,33,4,5, B2,0,3,1,2,2, B1,0,0,0,2,3
8282.072948,5.9e-05,0.0026431,1.873571554342419e-27,1006.115721,51,51,8,8, B1,0,3,1,1,7, B2,0,0,0,3,6
8282.534452,4.5e-05,0.0092206,1.6760702578500593e-29,1590.690038,45,51,7,8, B1,1,1,1,5,3, B2,0,0,0,7,2
8282.593416,6.6e-05,0.0091789,5.5615276177625486e-30,1590.690531,15,17,7,8, A1,1,1,1,5,2, A2,0,0,0,7,1
8283.077409,5.7e-05,6.6218e-06,1.1583738711449518e-29,742.072987,9,11,4,5, A1,1,1,1,1,4, A2,0,0,0,5,1
8283.121669,5.2e-05,0.045728,1.1558647787201385e-28,1581.335664,57,63,9,10, B2,1,1,1,2,8, B1,0,0,0,4,7
